created_at,base,exchange,ticket1,ticket2,ticket3,profit
2019-08-21T05:57:32.399Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1171
2019-08-21T05:57:31.980Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1171
2019-08-21T05:57:44.560Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1063
2019-08-21T05:57:44.985Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1063
2019-08-21T05:58:01.085Z,BTC,okex,ETH/BTC,MKR/ETH,MKR/BTC,0.168
2019-08-21T05:58:01.253Z,ETH,okex,MKR/ETH,MKR/BTC,ETH/BTC,0.168
2019-08-21T05:58:02.436Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1009
2019-08-21T05:58:02.857Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1009
2019-08-21T05:58:14.303Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.0846
2019-08-21T05:58:14.724Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.0846
2019-08-21T05:58:31.929Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.0846
2019-08-21T05:58:32.349Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.0846
2019-08-21T05:58:45.572Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.063
2019-08-21T05:58:45.994Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.063
2019-08-21T05:58:59.511Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.063
2019-08-21T05:58:59.938Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.063
2019-08-21T06:01:00.359Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.0576
2019-08-21T06:01:00.779Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.0576
2019-08-21T06:01:16.435Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.0521
2019-08-21T06:01:16.871Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.0521
2019-08-21T06:01:28.242Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.0521
2019-08-21T06:01:27.817Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.0521
2019-08-21T06:01:47.845Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.063
2019-08-21T06:01:48.265Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.063
2019-08-21T06:02:02.648Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.063
2019-08-21T06:02:03.071Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.063
2019-08-21T06:02:17.223Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.0846
2019-08-21T06:02:17.648Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.0846
2019-08-21T06:02:32.908Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1063
2019-08-21T06:02:33.330Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1063
2019-08-21T06:02:45.085Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.09
2019-08-21T06:02:45.511Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.09
2019-08-21T06:03:01.207Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.0738
2019-08-21T06:03:01.636Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.0738
2019-08-21T06:03:17.989Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1063
2019-08-21T06:03:18.420Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1063
2019-08-21T06:03:30.538Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1605
2019-08-21T06:03:30.964Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1605
2019-08-21T06:04:01.304Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.0609
2019-08-21T06:04:01.727Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.0609
2019-08-21T06:08:44.839Z,BTC,coinex,BCH/BTC,BSV/BCH,BSV/BTC,0.072
2019-08-21T06:10:02.553Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.0669
2019-08-21T06:10:02.974Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.0669
2019-08-21T06:10:16.697Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1267
2019-08-21T06:10:17.121Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1267
2019-08-21T06:10:34.087Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1267
2019-08-21T06:10:34.512Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1267
2019-08-21T06:10:49.915Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1812
2019-08-21T06:10:50.337Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1812
2019-08-21T06:11:04.450Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1757
2019-08-21T06:11:04.871Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1757
2019-08-21T06:11:19.475Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1703
2019-08-21T06:11:19.035Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1703
2019-08-21T06:11:34.726Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1757
2019-08-21T06:11:35.148Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1757
2019-08-21T06:11:48.580Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1975
2019-08-21T06:11:49.000Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1975
2019-08-21T06:12:02.830Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.2303
2019-08-21T06:12:03.251Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.2303
2019-08-21T06:12:19.154Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.2303
2019-08-21T06:12:19.592Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.2303
2019-08-21T06:12:34.615Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1866
2019-08-21T06:12:35.035Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1866
2019-08-21T06:12:50.380Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1757
2019-08-21T06:12:50.800Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1757
2019-08-21T06:13:03.402Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1757
2019-08-21T06:13:03.826Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1757
2019-08-21T06:13:20.484Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.2139
2019-08-21T06:13:20.908Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.2139
2019-08-21T06:13:35.541Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.2248
2019-08-21T06:13:35.963Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.2248
2019-08-21T06:13:50.521Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1812
2019-08-21T06:13:50.943Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1812
2019-08-21T06:14:01.893Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1757
2019-08-21T06:14:02.316Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1757
2019-08-21T06:14:20.017Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1757
2019-08-21T06:14:20.444Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1757
2019-08-21T06:14:35.090Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1539
2019-08-21T06:14:35.511Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1539
2019-08-21T06:14:46.205Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1285
2019-08-21T06:14:48.056Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1213
2019-08-21T06:14:48.487Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1213
2019-08-21T06:15:01.091Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1285
2019-08-21T06:15:03.565Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1485
2019-08-21T06:15:03.988Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1485
2019-08-21T06:15:16.094Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1285
2019-08-21T06:15:19.508Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1485
2019-08-21T06:15:19.940Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1485
2019-08-21T06:15:32.380Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.2258
2019-08-21T06:15:36.118Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1594
2019-08-21T06:15:36.538Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1594
2019-08-21T06:15:46.678Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.2082
2019-08-21T06:15:48.969Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1703
2019-08-21T06:15:49.396Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1703
2019-08-21T06:16:01.660Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.2082
2019-08-21T06:16:06.950Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.1104
2019-08-21T06:16:07.374Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.1104
2019-08-21T06:16:16.361Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.2082
2019-08-21T06:16:21.073Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.0505
2019-08-21T06:16:21.500Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.0505
2019-08-21T06:16:33.525Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.2082
2019-08-21T06:16:46.844Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.2082
2019-08-21T06:17:00.074Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.148
2019-08-21T06:17:16.670Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.2194
2019-08-21T06:17:32.495Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.066
2019-08-21T06:18:17.072Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.107
2019-08-21T06:18:34.202Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1118
2019-08-21T06:18:47.169Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1319
2019-08-21T06:19:03.158Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.115
2019-08-21T06:19:17.023Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1196
2019-08-21T06:19:33.094Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1196
2019-08-21T06:19:47.210Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.0506
2019-08-21T06:20:03.518Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.0884
2019-08-21T06:20:17.343Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1412
2019-08-21T06:20:33.056Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1222
2019-08-21T06:20:49.709Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1469
2019-08-21T06:21:03.481Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1518
2019-08-21T06:21:33.159Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.2023
2019-08-21T06:21:48.171Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1582
2019-08-21T06:22:04.213Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.2019
2019-08-21T06:22:18.629Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1869
2019-08-21T06:22:33.866Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1866
2019-08-21T06:22:50.323Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1818
2019-08-21T06:23:03.273Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1475
2019-08-21T06:23:18.094Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1601
2019-08-21T06:23:33.868Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1662
2019-08-21T06:23:48.395Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.176
2019-08-21T06:24:03.688Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1717
2019-08-21T06:24:19.618Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1717
2019-08-21T06:24:34.369Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1717
2019-08-21T06:24:49.591Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.079
2019-08-21T06:25:03.644Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.0851
2019-08-21T06:25:34.751Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.0851
2019-08-21T06:25:48.671Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.0851
2019-08-21T06:26:04.237Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1167
2019-08-21T06:26:19.959Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1216
2019-08-21T06:26:33.329Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1216
2019-08-21T06:26:49.933Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1216
2019-08-21T06:27:20.092Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1504
2019-08-21T06:27:33.336Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1504
2019-08-21T06:27:50.462Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1216
2019-08-21T06:27:59.047Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1312
2019-08-21T06:28:19.355Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1312
2019-08-21T06:28:35.392Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1312
2019-08-21T06:28:48.619Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1216
2019-08-21T06:29:04.572Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1216
2019-08-21T06:29:20.692Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1216
2019-08-21T06:29:34.585Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.0924
2019-08-21T06:29:49.801Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1006
2019-08-21T06:30:05.864Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1006
2019-08-21T06:30:21.118Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1006
2019-08-21T06:30:33.983Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1006
2019-08-21T06:30:50.187Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1115
2019-08-21T06:31:05.806Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.201
2019-08-21T06:31:20.855Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1556
2019-08-21T06:31:37.254Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1556
2019-08-21T06:31:50.292Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.2473
2019-08-21T06:32:05.115Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.3175
2019-08-21T06:36:37.018Z,BTC,kucoin,BNB/BTC,BNB/USDT,BTC/USDT,0.0659
2019-08-21T06:41:12.030Z,BTC,kucoin,BNB/BTC,BNB/USDT,BTC/USDT,0.0783
2019-08-21T06:43:40.466Z,BTC,kucoin,BNB/BTC,BNB/USDT,BTC/USDT,0.0813
2019-08-21T06:43:53.839Z,BTC,kucoin,BNB/BTC,BNB/USDT,BTC/USDT,0.0526
2019-08-21T06:44:12.980Z,BTC,kucoin,BNB/BTC,BNB/USDT,BTC/USDT,0.1317
2019-08-21T06:48:04.861Z,BTC,hitbtc,BTC/USDT,ATOM/USDT,ATOM/BTC,0.1156
2019-08-21T06:52:45.172Z,BTC,gateio,BTC/USDT,USDC/USDT,BTC/USDC,95.3043
2019-08-21T07:22:16.292Z,BTC,hitbtc,ATOM/BTC,ATOM/USDT,BTC/USDT,0.1742
2019-08-21T07:35:24.828Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.2422
2019-08-21T07:35:41.204Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.3052
2019-08-21T07:35:51.573Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.3052
2019-08-21T07:36:09.502Z,BTC,kucoin,XTZ/BTC,XTZ/USDT,BTC/USDT,0.0582
2019-08-21T07:36:09.503Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.0905
2019-08-21T07:36:21.023Z,BTC,kucoin,XTZ/BTC,XTZ/USDT,BTC/USDT,0.0601
2019-08-21T07:36:21.025Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.0925
2019-08-21T07:36:40.641Z,BTC,kucoin,XTZ/BTC,XTZ/USDT,BTC/USDT,0.0621
2019-08-21T07:36:40.642Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.0945
2019-08-21T07:36:56.398Z,BTC,kucoin,XTZ/BTC,XTZ/USDT,BTC/USDT,0.0808
2019-08-21T07:36:56.400Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.1132
2019-08-21T07:37:06.813Z,BTC,kucoin,XTZ/BTC,XTZ/USDT,BTC/USDT,0.0808
2019-08-21T07:37:06.814Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.3275
2019-08-21T07:37:07.596Z,BTC,coinex,ADA/BTC,ADA/USDT,BTC/USDT,0.3275
2019-08-21T07:37:22.624Z,BTC,kucoin,XTZ/BTC,XTZ/USDT,BTC/USDT,0.0798
2019-08-21T07:37:22.626Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.3265
2019-08-21T07:37:50.271Z,BTC,zb,BTC/USDT,LTC/USDT,LTC/BTC,0.2456
2019-08-21T07:37:56.712Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.3305
2019-08-21T07:38:07.896Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.3364
2019-08-21T07:38:36.120Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.122
2019-08-21T07:38:51.202Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.1249
2019-08-21T07:39:08.557Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.1456
2019-08-21T07:39:22.710Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.1623
2019-08-21T07:39:53.266Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.1623
2019-08-21T07:41:07.054Z,BTC,zb,BTC/USDT,LTC/USDT,LTC/BTC,0.373
2019-08-21T07:42:07.317Z,BTC,zb,BTC/USDT,LTC/USDT,LTC/BTC,0.3761
2019-08-21T07:43:07.540Z,BTC,zb,BTC/USDT,LTC/USDT,LTC/BTC,0.3298
2019-08-21T07:44:06.123Z,BTC,zb,BTC/USDT,LTC/USDT,LTC/BTC,0.3077
2019-08-21T07:44:26.757Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.7332
2019-08-21T07:44:43.191Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.7223
2019-08-21T07:44:52.628Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.0612
2019-08-21T07:44:53.063Z,BTC,zb,BTC/USDT,LTC/USDT,LTC/BTC,0.3077
2019-08-21T07:45:03.203Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.0534
2019-08-21T07:53:25.413Z,BTC,zb,BTC/USDT,LTC/USDT,LTC/BTC,0.557
2019-08-21T07:57:55.191Z,BTC,zb,BTC/USDT,LTC/USDT,LTC/BTC,0.8547
2019-08-21T07:59:30.534Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.0679
2019-08-21T07:59:45.482Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.0916
